songnumber,songid,albumid,albumname,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,track_id,artist_hotttnesss,artist_mbid,artist_playmeid,artist_7digitalid,release1,release_7digitalid,song_hotttnesss,track_7digitalid,analysis_sample_rate,audio_md5,end_of_fade_in,energy,key1,key_confidence,loudness,mode1,mode_confidence,start_of_fade_out
170,SOKPHVH12AB0187460,763206,Relax,ARA0H5U1187FB47949,0,,0,2-4 Grooves feat. Reki D.,0,203.833,4,0.648,126.941,4,1,Relax,2009,TRAAMKP12903CC74F4,0.426944,6b5f8f90-ee6f-4dd4-aba5-1dc685f42779,-1,95199,Relax,763206,nan,8450580,22050,cf983e0bbe786d22ae4c7fc543b12767,2.067,0,4,0.648,-7.661,0,0.629,195.117
172,SOAYYDM12AB01817E6,329967,Enjoy!,ARANOZN1187B9B373E,0,Los Angeles CA,0,Descendents,0,140.669,6,0.006,89.495,4,0.614,Orgofart,1986,TRAAMPA128F92E7D0D,0.476559,f035837e-4117-438d-a524-cacf43500e68,38191,68151,Enjoy!,329967,0.519448581,3707500,22050,3872e798955f1ff5a0bbce25d82cfed1,0.078,0,6,0.006,-28.347,0,0.127,135.285
173,SORAJXA12A58A7A4C9,71267,A Nite On The Strip - Live,ARHONG11187FB3B120,29.7877,katy,-95.8233,L.A. Guns,0,201.09,5,0.608,102.259,3,1,Bitch Is Back,1988,TRAAMSO128EF348DCC,0.456941,87684162-ab42-4cfa-bf22-ebe237035f54,7926,1390,A Nite On The Strip - Live,71267,nan,746719,22050,a13b20468a62dfffbaafa9e9e7422604,0,0,5,0.608,-2.869,0,0.505,201.09
174,SODJUNF12A8C13337F,282150,Boo-Tay,ARRA2F91187B9B4061,0,,0,Bare Jr.,0,254.798,10,0.647,107.529,3,1,Naked Albino,1998,TRAAMXP128F4264F6A,0.360584,7463fbd2-60fb-471a-a5cd-d42b75d72dad,23520,19767,Boo-Tay,282150,0,3158450,22050,ab0d99e24684e8c59ec14eff82b07bc4,0,0,10,0.647,-7.309,1,0.54,236.141
180,SOFPYXC12A58A7A4B9,179267,Bitter Suites to Succubi,ARF0W6Z1187B9AC325,0,,0,Cradle Of Filth,0,321.358,2,0.341,193.693,4,0.617,Summer Dying Fast,1994,TRAANLO128F422AE37,0.572583,7e26cbe1-b8f5-4215-af82-e43d5f8ff308,5498,8580,Bitter Suites to Succubi,179267,nan,1937960,22050,1e290c2cd6c75189aa5e21aa427cf9f2,0,0,2,0.341,-6.2,0,0.369,312.761
185,SOKIGWD12A6701DE9D,15567,Things Falling Apart,ARK9TRQ1187B99C095,41.5047,Cleveland OH,-81.6907,Nine Inch Nails,0,168.568,7,0.576,130.284,4,0.706,The Frail,1999,TRAANTZ128E0792529,0.598459,b7ffd2af-418f-4be2-bdd1-22f8b48613da,-1,7338,Things Falling Apart,15567,nan,163540,22050,5b4d35b31ece90b927c4513203d749b4,0,0,7,0.576,-16.968,0,0.621,159.637
188,SOLEYPL12A6D4F83CE,534031,For Screening Purposes Only,ARGWIHH1187B9A79B0,0,,0,Test Icicles,0,190.249,4,0.441,75.031,4,1,Snowball,2005,TRAAOIN128F9303790,0.373464,f1ce0a98-fed9-4337-b817-398720ff6bd8,-1,9789,For Screening Purposes Only,534031,0.543052864,5902770,22050,6f5252a3b7c382bdcf61d681b5432afb,0,0,4,0.441,-4.172,0,0.326,185.289
189,SOZFCNC12A6D4F76F3,23134,Endless,AR5MK521187B98E0B8,51.5063,London England,-0.12714,Heaven 17,0,255.164,7,0.473,150.837,4,0.466,(We Don't Need This) Fascist Groove Thang,1981,TRAAOJI128F1458DCD,0.461558,0796f847-09ca-4526-b17e-44390dd536ba,6680,16322,Endless,23134,nan,241101,22050,b9dadbe1c29d273387a3e7edb5140cbb,2.67,0,7,0.473,-10.756,1,0.505,248.337
198,SOJBYGW12A8C13A497,264857,Death ... Is just the beginning Vol.4,ARLSF8H1187B9A76B0,0,Oslo Norway,0,Dimmu Borgir,0,282.54,6,0.34,140.458,3,0.595,Master Of Disharmony,1996,TRAAPFQ128F42684DB,0.599603,17167af8-c1da-45cc-bba2-9d23f068b7a3,7454,18460,Death ... Is just the beginning Vol.4,264857,nan,2838960,22050,ccbe162ee7332017e94f612235256e95,0.351,0,6,0.34,-4.2,0,0.34,275.522
200,SOJHKYL12A6D4FA0AC,52141,Dark Days In Paradise,AR56P361187B9AC4DB,54.5958,Belfast Northern Ireland,-5.93494,Gary Moore,0,345.939,2,0.04,153.862,4,0.404,What Are We Here For,1997,TRAAPIV128F1493132,0.467111,a8806b5c-3ee0-4277-94d3-1a5427a7707c,2590,1380,Dark Days In Paradise,52141,0.447135796,543990,22050,60d4cdc9cd05d0082bcf23761c4a5ca6,0.416,0,2,0.04,-6.951,1,0.148,339.754
202,SONRSQW12A6D4F6D1C,53826,The B52's,ARVML631187B99E90D,0,Athens GA,0,The B-52's,0,261.746,0,0.427,124.086,4,0.366,Wig,1986,TRAAPPQ128F14961F5,0.537537,127f591a-7e27-4435-92db-0780f219f3a1,147,53,The B52's,53826,0.714046553,561525,22050,9de7dfd460c6eb5f0dcc4a60a757dc1b,3.489,0,0,0.427,-9.628,1,0.398,250.921
204,SOMKMPB12A8C1447D0,754188,Punk International,ARD3LXU1187B9ABFC5,0,,0,Sex Pistols,0,216.607,9,0.558,145.518,4,0.675,God Save the Queen (Live),1988,TRAAPSQ12903CAE86A,0.549204,e5db18cb-4b1f-496d-a308-548b611090d3,1418,414,Punk International,754188,0.413739836,8348800,22050,dd59a8c185fbf2de34de11bed741f557,0.177,0,9,0.558,-3.736,1,0.533,214.192
205,SOSGQPS12A8AE48538,279702,Forever,ARXOTQH1187FB57084,0,Fairfax California,0,Chris Brown,0,363.598,1,0.638,139.998,4,0.548,Forever,0,TRAAPVV128F425D64C,0.852186,e1009244-1bf4-4a4c-889e-0db83b9be08f,2729,17428,Forever,279702,nan,3119610,22050,ece2d2c47257446051e6a7b288b05a16,0.09,0,1,0.638,-4.376,1,0.371,353.913
206,SOKENJQ12AB017EC8C,409251,Breaks_ Beats & Blondes,ARMG6K31187FB55677,0,,0,Deekline & Wizard,0,271.777,0,0.674,90.648,3,1,Sun Is Shining,2004,TRAAPWD128F931ACD4,0,27bdf4e1-6d70-4ebb-86d0-99a76f150714,150314,92633,Breaks_ Beats & Blondes,409251,0.319565987,4552950,22050,9c2ea0bcf8fdb1b1ae5df12766f03a56,0,0,0,0.674,-6.947,1,0.556,267.761
208,SOIKIJC12AC3DFB3D2,603055,Peace At Last - EP,ARC6UC81187B989062,40.7146,NY - New York City,-74.0071,Hem,0,133.276,5,0.783,89.86,1,0.368,Have Yourself A Merry Little Christmas,2005,TRAAQBF12903CF796B,0.453436,232bb885-d7c6-4463-a694-0830ae3300bc,-1,5855,Peace At Last - EP,603055,0.360370583,6698880,22050,90b5f2d047bcc217bc8a5e61a82e17e2,0,0,5,0.783,-15.736,1,0.674,117.661
209,SOFJNQR12A6D4FAE92,435050,Alright_ Still (Deluxe),ARKZJ301187FB521B2,0,LDN,0,Lily Allen,0,264.698,9,0.594,156.097,4,1,U Killed It,2006,TRAAQCK128F92E8C33,0.535408,6e0c7c0e-cba5-4c2c-a652-38f71ef5785d,4702,24981,Alright_ Still (Deluxe),435050,0.566988444,4846220,22050,0d0956a7419bbee27fa80c08b3c73c86,0,0,9,0.594,-5.871,1,0.509,251.141
210,SOGDFIT12AB018528B,340310,Light Flight - The Anthology,ARVKAWO11F50C47C9A,0,,0,Pentangle,0,228.519,5,0.579,179.501,1,0,Rain And Snow,0,TRAAQDJ128F92F95E0,0.333649,,74894,30026,Light Flight - The Anthology,340310,nan,3805430,22050,0597eab9d4bff3765c9e36d7b5de1dbd,0.229,0,5,0.579,-12.053,1,0.405,223.37
213,SOMBQEO12A8C135018,150501,Miles To Miles,AR0LVFQ1187B9A84E0,40.7146,NY - New York City,-74.0071,Jason Miles,0,235.807,10,0.391,101.03,4,0.58,Voices On The Corner,0,TRAAQFC128F425ED83,0.371761,eb8700f3-bb21-44d4-b340-4eb162c924ee,111355,7050,Miles To Miles,150501,0.253834736,1569840,22050,20840834770ea82744d09c9c712fdd9d,0.131,0,10,0.391,-9.716,0,0.316,235.807
214,SOCQWKZ12A8C13CE4C,105115,RoadKillOvercoat,ARU9KWP1187B98B2A7,0,,0,Busdriver,0,192.182,6,0.211,155.038,4,0.41,(Bloody Paw On The) Kill Floor,2007,TRAAQIH128F428BDEA,0.349476,ccd5bf1f-f83d-4e81-86aa-2aff85d5d6c5,-1,82279,RoadKillOvercoat,105115,0.519403046,1086440,22050,fa4ca7386fc067bd50cc1e992832d7c1,0.27,0,6,0.211,-6.258,1,0.363,192.182
216,SOKEXTF12A8C13AE7E,296995,Lagrimas Negras,ARTEGHH1187FB435C8,0,,0,Bebo & Cigala,0,198.269,2,0.414,132.967,1,0.405,Inolvidable,2003,TRAAQLJ128F428E870,0.351624,5bc7b413-22ba-429f-9b1e-9082b19a9def,-1,233361,Lagrimas Negras,296995,0.676548906,3340960,22050,812ba7f18ccefccf2d5fb1f2c7ff1001,0,0,2,0.414,-14.509,0,0.485,193.782
220,SOKZTUH12AB018B938,816840,Strictly Trucking,AR87OXB1187FB39E0B,0,,0,The Willis Brothers,0,150.648,7,0.804,121.983,3,0.852,Give Me 40 Acres (To Turn This Rig Around),0,TRAAQUF12903CDF4A4,0.173068,5fdf95e6-f0ea-4056-8898-8f895de28fb2,-1,370381,Strictly Trucking,816840,nan,9024580,22050,3f6f44d6ba4bbbca5925967c607b2282,0,0,7,0.804,-9.258,1,0.728,144.62
226,SOGOQGE12AB0182907,624887,Hitzone 49,ARVG4OK1187B9B6BD3,0,,0,The Killers,0,284.342,4,0.49,151.953,4,0.198,Spaceman,2008,TRAARHS128F931689D,0.819588,95e1ead9-4d31-4808-a7ac-32c3614c116b,1573,616,Hitzone 49,624887,nan,6937330,22050,8e9c98b99ebdc55f494436a4d5139631,0.206,0,4,0.49,-6.546,1,0.469,267.685
232,SOFSKON12A8C13B3B5,2016,The Altogether,ARD5K161187B9AC784,51.2756,Sevenoaks United Kingdom,0.17898,Orbital,0,327.862,0,0.509,125.975,4,0.794,Illuminate,2001,TRAASFP128F42980BD,0.498669,f3e2a7d9-c6bb-4848-95e5-04c0a1e2f511,6689,1269,The Altogether,2016,0.688521844,1156340,22050,6b06b7d597b41d6d37cfa63f882f8b4d,0.38,0,0,0.509,-6.531,1,0.519,316.447
234,SONCYFS12A8C14261E,312976,Kivenkantaja,ARSTH0R1187B98951E,0,,0,Moonsorrow,0,356.493,9,0.764,124.237,4,0,Ukkosenjumalan poika,2001,TRAASIG128F92C3A6B,0.442652,98fb7792-01fa-4ed1-a15d-20077a47210f,-1,196832,Kivenkantaja,312976,nan,3540290,22050,26611daeeb71f47753d429ab9d5957d6,0.276,0,9,0.764,-4.178,1,0.561,356.493
236,SOXZLDX12A58A7CE52,282493,Live at the Grand Olympic Auditorium,ARCE0H01187B9AF741,0,Los Angeles CA,0,Rage Against The Machine,0,201.56,9,0.539,140.63,1,0,Kick Out The Jams,2000,TRAASKQ128F4265E04,0.589087,3798b104-01cb-484c-a3b0-56adc6399b80,1310,52369,Live at the Grand Olympic Auditorium,282493,nan,3162180,22050,cf683c868c04fe49a0e42c23b46303bb,0,0,9,0.539,-2.069,1,0.379,201.56
238,SOSKUNI12AB0187F12,559004,Revolutions Per Minute,ARZWK2R1187B98F09F,0,Chicago,0,Rise Against,0,218.827,4,0.355,186.254,4,0.526,Amber Changing,2003,TRAASQC128F93480F0,0.62508,606bf117-494f-4864-891f-09d63ff6aa4b,4579,6795,Revolutions Per Minute,559004,0.696469437,6186370,22050,bf9c2e893c8b50dfb39ee13d0d5ced4d,0.194,0,4,0.355,-3.803,1,0.354,218.827
240,SOOKISK12AB0180667,405643,Issues,ARMBTFC1187FB56343,0,Bakersfield CA,0,Korn,0,224.522,7,0.435,94.057,4,1,Hey Daddy,1999,TRAASUZ128F9314950,0.558298,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,878,14530,Issues,405643,nan,4516770,22050,e3296f6a4b0a9fd643f3abf361f28d6e,0,0,7,0.435,-6.694,1,0.467,214.941
242,SORJOMF12AB0186F78,644965,I Need You Now,ARTXEZN1187B9B8190,62.1984,Sweden,17.5514,Agnes,0,275.069,7,0.727,124.009,4,0.944,I Need You Now,0,TRAASZE128F93499AE,0.441356,7ac63de9-e1fc-4d08-8141-fbf975b86098,28100,21632,I Need You Now,644965,nan,7147430,22050,dbe8209e700beb9c887402d2b23cc83a,0,0,7,0.727,-4.376,1,0.552,271.296
244,SOLKTEK12AB018BE1A,570488,Mind Control,ARED2DG1187FB3CB4D,0,,0,Tantric,0,177.24,2,0.796,106.698,1,0.792,Walk Away,2009,TRAATGM12903C9CD7C,0.467134,3829f10b-821e-4c9b-88d8-7bc486637741,-1,25225,Mind Control,570488,0.447135796,6323320,22050,37361b45fd6402ee945713a9b4e514bc,0.107,0,2,0.796,-1.843,1,0.732,171.404
245,SODYZIU12A8C13FBD9,223563,Call of the Mastodon,ARMQHX71187B9890D3,0,Atlanta GA,0,Mastodon,0,233.586,2,0.604,89.78,4,0,Shadows That Move,2001,TRAATIU128F4291A84,0.574275,bc5e2ad6-0a4a-4d90-b911-e9a7e6861727,-1,29785,Call of the Mastodon,223563,0.784194616,2442520,22050,2e81d69bfb798492f4f70ba694728a74,0.229,0,2,0.604,-3.937,1,0.402,233.586
246,SOJRCDU12AB0189D27,466577,One World One People,ARNIFX51187FB418EA,0,,0,Xcultures,0,38.3473,9,0.054,107.177,7,0.545,Smile,2000,TRAATJK128F9339179,0.266275,91a75913-4dbf-4496-bed1-7d4206c3ed22,-1,345476,One World One People,466577,0.214253449,5190180,22050,e3ea4ef2c644195e6739b756ac08894e,0,0,9,0.054,-16.006,0,0.334,38.347
250,SOVHRBI12A81C22E02,282711,Untitled,ARMBTFC1187FB56343,0,Bakersfield CA,0,Korn,0,288.496,10,0.439,160.022,3,0.719,Ever Be,2007,TRAATNJ128F42631BA,0.558298,ac865b2e-bba8-4f5a-8756-dd40d5e39f46,878,14530,Untitled,282711,nan,3150820,22050,475ab117011b56a511b7f1e851cff4f4,0.107,0,10,0.439,-5.912,1,0.383,276.95
253,SOEETVW12A6D4F93B8,27997,Extreme,AR5J8XN1187B9B712E,0,,0,Extreme,0,181.551,1,0.306,120.097,4,0.194,Teacher's Pet,0,TRAATPA128F146753C,0.497711,282c0a37-9b7f-4873-83e6-21bf00d9185d,-1,1385,Extreme,27997,0.621765583,307389,22050,114e6174d31857bcd9e97dfa4fefb648,0.133,0,1,0.306,-9.334,1,0.369,173.761
255,SOQBQWN12AB0186782,585535,Tales From The Sick,ARE1N571187B98A47D,51.5063,London,-0.12714,Prozak,0,173.244,8,0.364,88.835,4,0.854,Go To Hell,0,TRAATWQ12903CC5BA8,0.37426,c0ab7def-72c5-4774-8c38-3c61399fd0c3,33549,432178,Tales From The Sick,585535,0.606816327,6493880,22050,cb71fb1fa0a080d556ba8989019482fa,0.09,0,8,0.364,-6.021,1,0.433,161.414
259,SODWXQV12A6310F10D,314,Sleeping With Ghosts,AR6892W1187B9AC71B,0,London England,0,Placebo,0,241.528,10,0.532,108.264,4,0.902,English Summer Rain,2003,TRAAUEO128E0780CB9,0.586433,847e8284-8582-4b0e-9c26-b042a4f49e57,1275,23,Sleeping With Ghosts,314,0.873702495,3020,22050,4ead042de8fe8cb57b2185bc7e3b494b,0,0,10,0.532,-7.255,0,0.523,229.837
262,SOXSUNF12A8C134195,146292,Virtuous Woman,ARN5W1B1187B98BE10,0,,0,Warrior King,0,224.287,10,0.693,241.877,4,0.947,Empress So Divine,2002,TRAAUIH128F4254C9D,0.413238,03586e0c-6a3f-4cb1-b039-2d4406f1a053,-1,38432,Virtuous Woman,146292,0.537503904,1525920,22050,21ae75e2bd80a6843cd6325c714aa4cf,2.409,0,10,0.693,-4.779,1,0.501,217.623
263,SOVRJYX12AB01844E1,509726,De Musica Ligera,ARBJSO81187B9BA09B,0,,0,Soda Stereo,0,340.297,7,0.403,91.328,4,0.884,Terapia De Amor Intensiva,1988,TRAAUKK128F933A680,0.466827,3f8a5e5b-c24b-4068-9f1c-afad8829e06b,2146,291580,De Musica Ligera,509726,0.547324832,5644850,22050,b080a0665c514436252126391a5d11b2,0.374,0,7,0.403,-11.356,1,0.196,327.396
264,SOMOHEI12AB018785F,467695,My Soul Speaks,ARETCTY1187FB4C033,0,,0,LORE,0,216.555,8,0.9,130.062,4,0.281,Haunting,0,TRAAUMJ128F933BDB6,0.394128,b275c531-fa38-4ecb-a0a7-fb4a30ea3613,-1,346172,My Soul Speaks,467695,0.494357324,5201510,22050,d118f1a4d648a0dfe9680a1fb04db3c7,3.17,0,8,0.9,-8.147,1,0.702,209.537
267,SOAESJW12A8C137CC2,206882,Exclusively,AR3PN3R1187FB4CEBD,18.0157,Kingston Jamaica,-76.7973,Horace Andy,0,234.449,10,0.166,102.055,1,0,Musical Episode,2005,TRAAUSW128F426646E,0.374271,2027b08d-45b1-4fb5-aa6d-f6ccc4db78e5,8567,7911,Exclusively,206882,0.345802234,2243500,22050,f9b5eb9a9f29e2d50a2d70677e5caebe,0.374,0,10,0.166,-10.173,0,0.211,222.546
271,SOTVEKK12A8C1392E1,293884,Run DMC,ARX9YIP1187B98A656,0,,0,RUN-DMC,0,234.658,1,0.572,119.67,4,0.686,Hard Times,1984,TRAAVAH128F4284D7C,0.60663,5ecc3f72-20a6-47a0-8dc5-fb0b3dadeea0,1373,13447,Run DMC,293884,nan,3300190,22050,1aa712fcb21bf9e633d3b398996e1427,0.638,0,1,0.572,-12.75,1,0.382,217.281
273,SOCTSJA12AC9618325,692436,Please Help Me I'm Fallin',AR0X3JJ1187FB3A9A7,0,McLellan FL,0,Hank Locklin,0,159.033,9,0.703,165.668,3,0.928,Filipino Baby,0,TRAAVGB12903CFAA99,0.379437,c8d0d74b-80eb-4746-8cea-f5df78b4b90c,16411,2090,Please Help Me I'm Fallin',692436,0,7685620,22050,25671c16447aeb2d75a490ea870cbe96,0.318,0,9,0.703,-9.668,1,0.653,150.065
275,SOAKXET12CF5F86E71,386120,Made In Hong Kong (And In Various Other Places),AR74Q3R1187B9B24C3,0,Kitee Finland,0,Nightwish,0,301.061,3,0.569,143.97,4,0.456,Escapist,2007,TRAAVIT128F92E657C,0.593624,00a9f935-ba93-4fc8-a33a-993abe9c936b,-1,11846,Made In Hong Kong (And In Various Other Places),386120,nan,4282560,22050,4f9d87b3f732c7c2eceed6153862e084,0,0,3,0.569,-4.144,1,0.591,290.743
276,SOYDHCW12A6D4F9A2E,63865,Blue Velvet,AR1PCLK1187FB5BBFF,40.1432,New Jersey,-74.7267,Angelo Badalamenti,0,109.374,6,0.163,61.883,1,0.56,Jeffrey's Dark Side,1987,TRAAVJL128F14ACADD,0.399452,5894dac5-0260-4175-b36e-e34680a859d6,-1,1796,Blue Velvet,63865,0.615372256,662737,22050,6e9f7aba558f63c116528e1dad65940d,2.258,0,6,0.163,-18.349,1,0.348,101.825
285,SOBJYXZ12A8AE45FF1,382970,The Pink & The Lily,ARY80281187FB3E380,56.6529,Scotland,-3.99667,Sandi Thom,0,205.218,4,0.666,82.205,4,0.945,Wounded Hearts,2008,TRAAWOR128F92DF3C8,0.405031,fcdeb957-b420-4249-a092-946b537a00ca,4235,11214,The Pink & The Lily,382970,0.419674279,4250980,22050,38f6a86188207765c7a9d2277d42a974,0.386,0,4,0.666,-4.332,1,0.578,195.785
287,SOCVGQS12A8C13D7DF,216819,Coastal,ARR2TI31187FB380FE,0,,0,The Field Mice,0,316.734,3,0.356,162.682,4,0,When Morning Comes To Town,1989,TRAAWUH128F427F12C,0.409292,7a86ff6f-cdfc-4ac3-97ca-6a48b8d1b8cd,-1,163827,Coastal,216819,0.531612769,2360490,22050,1a03c6d31458cc984616f7179f4dc963,0.165,0,3,0.356,-15.54,1,0.524,307.177
288,SOGVRHK12A8AE47FFB,281210,Once More,ARNILB71187B99EC88,34.0535,Los Angeles CA,-118.245,Billy Higgins_ Bob Berg_ Cedar Walton_ Tony Dumas,0,431.647,11,0.191,106.219,1,0,Estate,0,TRAAWUM128F426009A,0.333154,53019232-166e-4788-8b13-23e60ffced44,-1,135437,Once More,281210,nan,3130540,22050,b7efef626ac27bda5dc73c249e160d68,0.738,0,11,0.191,-14.621,0,0.366,421.97
295,SOONOZL12A6D4FC475,345570,Ministry of Sound Presents 100,ARV3IN31187FB4AAAE,0,,0,Till West & DJ Delicious,0,153.286,1,0.087,125.558,4,1,Same Man,2006,TRAAXMX128F9307699,0.326845,e8cbebb8-be7b-4e9c-b161-f72d63a6f0c5,-1,85456,Ministry of Sound Presents 100,345570,0.721572661,3873480,22050,a25269a5d86e90a0c5ad44fa331765e4,0,0,1,0.087,-7.535,1,0.468,147.696
298,SOMWLCK12A8C135D69,285631,Echoes,AR7JBP41187FB3EA8A,0,Los Angeles CA,0,Gene Clark,0,168.385,9,0.327,98.49,1,0,Set You Free This Time,1998,TRAAXUY128F426BA55,0.527066,2b6f3780-6fb6-42c2-95bb-5e080772e38c,19022,11140,Echoes,285631,nan,3194150,22050,73af9c3cf2ec5eb19b875e4d94fa50d5,0,0,9,0.327,-12.77,1,0.578,156.032
300,SOEMLQO12AB01808B6,332859,Dreamboats & Petticoats 2,ARALP6I1187B989E27,40.8603,Passaic NJ,-74.1237,The Shirelles,0,159.764,0,0.603,68.283,4,0.692,Will You Love Me Tomorrow,1960,TRAAYGH128F92ECD16,0.379138,a8540ea0-1a74-4c22-8b70-1348a77a74a0,2984,40983,Dreamboats & Petticoats 2,332859,nan,3730110,22050,ceffcdc908d72c8396ef2c7e420cf2ff,0.229,0,0,0.603,-9.79,1,0.134,155.527
305,SOIRGRL12AB0186BC2,552899,Guidum,ARLDW6Z1187FB3F2A0,19.4319,Mexico City Mexico,-99.1329,Abraham Laboriel,0,368.169,11,0.252,93.106,4,0,Exchange,1995,TRAAYTI128F933663B,0.298373,ea14ad72-eff5-4a21-934b-8b93f4d45d1b,164073,329586,Guidum,552899,0.319565987,6113830,22050,020fe66e5fa83b1b3cb67fb5052e1def,0.288,0,11,0.252,-8.489,0,0.393,351.469
307,SODTRPJ12A8C1377E9,355081,Oh My God,AR1QXAQ1187FB47FAC,0,Brookyln NY,0,Sticky Fingaz,0,266.422,6,0.358,80.149,4,1,Oh My God,2000,TRAAZBD128F427A97D,0.403784,dd10cfe1-ced1-49f1-92cf-ac33265dc274,-1,230530,Oh My God,355081,0.636287224,3257650,22050,f14c686be487f4a5f333ad5c164ae97e,0,0,6,0.358,-5.947,0,0.324,266.422
309,SOFVRCJ12AB018B4DA,711137,Road House,AR76DOS1187FB5AE78,0,,0,The Jeff Healey Band,0,313.782,7,0.241,107.197,3,1,Hoochie Coochie Man,1989,TRAAZGC12903CB5DFB,0.414236,9fac4087-8201-4b74-a619-e77b1602aaf4,15318,3048,Road House,711137,nan,7890930,22050,c403fab6b44b132930a17b7740ae694f,0.427,0,7,0.241,-11.488,1,0.362,308.094
311,SOFHQCR12A8C138A74,160060,Bebop Moptop,AR6QQY41187B990574,56.4614,Dundee Scotland,-2.96761,Danny Wilson,0,167.209,7,0.605,196.034,4,0.868,The Second Summer Of Love,1989,TRAAZIE128F427961E,0.362903,b182fec1-00ad-4082-859d-1f06a2029495,10022,16266,Bebop Moptop,160060,nan,1680740,22050,5ff82f9762a70c9cf3133df7bc361cb6,0,0,7,0.605,-7.928,1,0.677,156.34
316,SOENDOQ12A8C139A41,296873,Seasons Of The Soul,ARU0HTX1187B98B4C6,34.0535,California - LA,-118.245,Lisa Lynne,0,316.499,2,0.6,95.981,4,0.186,Isla del Luna,1999,TRAAZPJ128F4292DB5,0.420938,4bf9b00d-5f32-4b6f-badb-ad7bda086cb9,14334,1726,Seasons Of The Soul,296873,0.761303218,3358690,22050,70ff709c51bd0616835535a937fb7507,2.061,0,2,0.6,-14.544,1,0.657,303.148
317,SOWHAEF12A8C13EF0C,163436,Realive Tour 2002 -Odoranya Son Son- in Tokyo,ARVMPJC1187FB3B954,0,,0,Pe'z,0,252.578,0,0.194,75.955,5,0.866,Spirit,0,TRAAZQF128F4285BC3,0.431839,9fa7182a-2f75-4a29-b59b-28e0c5532b26,-1,346845,Realive Tour 2002 -Odoranya Son Son- in Tokyo,163436,nan,1733100,22050,38ef15c25a16dd268bc0981c00c89dfc,0,0,0,0.194,-7.605,0,0.072,252.577
318,SOTTXNS12AB0187861,424081,Steady On,ARDW5AW1187FB55708,42.7867,Vermillion SD,-96.928,Shawn Colvin,0,224.6,8,0.719,210.871,4,1,Another Long One,1989,TRAAZQW128F93430DC,0.446733,42222090-c5e5-4243-8582-c29bc8b63ec6,1431,2752,Steady On,424081,0.425124658,4733060,22050,a3c9ea98d4f6041db90e71a07c2a9cc8,0.085,0,8,0.719,-13.256,1,0.565,219.214
320,SOQLGFP12A58A7800E,249138,The Building,ARD7TVE1187B99BFB1,0,California - LA,0,Casual,0,259.448,4,0.412,106.689,1,0.612,OAKtown,0,TRABACN128F425B784,0.401998,e77e51a5-4761-45b3-9847-2051f811e366,4479,165270,The Building,249138,0,2784360,22050,624e1d3e1adf85da9c948c16d026e8eb,0.212,0,4,0.412,-8.422,0,0.329,249.667
321,SOPVXLX12A8C1402D5,307477,Just Want You To Know,AR3JMC51187B9AE49D,28.5382,Orlando FL,-81.3774,Backstreet Boys,0,236.251,0,0.005,112.787,4,0.572,Larger Than Life,1999,TRABAFJ128F42AF24E,0.592615,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,156,2219,Just Want You To Know,307477,nan,3475900,22050,4985cbab374b4253973096c98a647461,4.569,0,0,0.005,-5.12,1,0.51,226.569
327,SOQVMXR12A81C21483,274876,Salt In NYC,ARKULSX1187FB45F84,39.4997,Utah,-111.547,Trafik,0,424.124,8,0.466,130.006,4,0.628,Salt In NYC,0,TRABAXL128F424FC50,0.405352,e9cd6eef-e3d5-4801-a75b-f1a48c4b344d,-1,12588,Salt In NYC,274876,nan,3056270,22050,6e8a1268afee2593804c3c96bd5ced65,0,0,8,0.466,-10.683,0,0.437,403.331
336,SOGVQGJ12AB017F169,546323,Ten Tonne EP,AR62SOJ1187FB47BB5,0,,0,Chase & Status,0,337.684,4,0.409,174.993,4,0.753,Ten Tonne,2005,TRABBNP128F932546F,0.396356,82e454e2-38ee-4e69-89a6-cc65167753d1,-1,9897,Ten Tonne EP,546323,0.392008771,6043100,22050,051e8eec2f69c3b1848b603fbfcbb547,0,0,4,0.409,-5.134,0,0.414,326.995
341,SOXILUQ12A58A7C72A,615284,American Legend,ARP6N5A1187B99D1A3,0,Hamtramck MI,0,Mitch Ryder,0,207.438,9,0.674,97.538,4,0.727,Jenny Take a Ride,2004,TRABBXU128F92FEF48,0.294053,b1d8fd63-45b2-4f13-a369-78b0a91eb7d3,2673,60541,American Legend,615284,0.419125893,6840090,22050,1d70367c6a471b02b7048f0f4fde9a48,0.537,0,9,0.674,-11.255,1,0.559,198.159
344,SONSKXP12A8C13A2C9,92936,. . . Till Then,AR0IAWL1187B9A96D0,8.4177,Panama,-80.1128,Danilo Perez,0,197.198,7,0.525,159.233,1,0.039,Native Soul,2003,TRABCEC128F426456E,0.322823,8d0e541a-78a2-445f-a2e6-ebf20ee45f41,20194,777640,. . . Till Then,92936,0.253834736,2235400,22050,dc2c51cdf96b6755a100aac36e561d1c,0,0,7,0.525,-16.113,1,0.365,185.481
